h1,h2,h3,h4,p1,p2,p3,p4,pt,   cost
1.06817751,2.151206027,2.396999508,3.63694001,1.985884264,0.551920252,0.96910849,4.443086994,7.95,10004.58847
1.178831689,1.369543631,2.706875099,4.838765905,1.940936358,0.42066822,0.7900979,4,7.151702478,10004.60194
2.027069916,2.163544864,2.559991295,2.74665028,2.335271487,0.741220369,1.131846697,4.701661448,8.91,10004.60211
1.250042494,1.73768322,2.986309114,3.560459138,2.075246241,0.58245292,0.917314437,4.374986402,7.95,10004.62002
1.017491693,2.018925777,2.141797925,3.329476947,2.229454203,0.633621919,1.100519374,4.946404503,8.91,10004.63674
1.431226359,1.491188755,2.940761538,3.076296537,2.388127584,0.688736839,1.028784829,4.804350749,8.91,10004.64097
2.405073449,2.559812423,3.081937557,3.116872491,2.078880097,0.681873186,1.006352805,4.182893861,7.949999948,10004.64401
2.149965668,2.426364716,2.904035947,3.218439722,2.077288671,0.660400561,1.004748915,4.207561853,7.95,10004.64407
1.710038812,2.079660198,2.728036267,3.56446561,2.08172838,0.617158277,0.983722318,4.267391024,7.95,10004.678
1.167376555,1.836032533,2.838377482,3.857256679,2.045670923,0.574352154,0.926666111,4.403310812,7.95,10004.68501
1.304306741,1.932182611,2.220705423,4.903790325,1.875429304,0.453786259,0.90409362,4,7.233309183,10004.68942
1.653324267,2.197420066,3.260265565,3.422575557,2.063829056,0.651013225,0.957736706,4.277421013,7.95,10004.6907
1.881627233,2.074359661,2.848581989,3.956728325,1.975310793,0.571091228,0.922143086,4,7.468545107,10004.70472
1.797756203,1.878473969,1.990262076,2.383704729,2.932111267,0.948658933,1.451105325,5.888124475,11.22,10004.70546
1.081498596,1.982115051,2.978768475,3.213836114,2.248595066,0.704187139,1.039896345,4.917321451,8.91,10004.70626
2.182077526,2.374997629,2.540146942,3.907273904,1.981387096,0.583328016,0.977006028,4,7.541721141,10004.71335
1.747982642,1.930166526,2.658798264,3.770296666,2.103522991,0.604661605,0.980771374,4.26104403,7.95,10004.71359
1.119459664,1.844124499,2.210333693,2.956569284,2.547809343,0.776563115,1.22898349,5.446644052,10,10004.7207
1.262324289,1.704476648,1.708037837,3.228047593,2.595297809,0.711570168,1.297037292,5.396094731,10,10004.72115
1.076078026,1.632570619,4.255829774,4.621349929,1.841615144,0.497056205,0.732028009,4,7.070699358,10004.72118
1.142976858,1.556322975,2.371107564,3.003755074,2.602542987,0.7691295,1.190873336,5.437454176,10,10004.72695
1.326348264,2.019985894,3.837822245,4.151508263,1.870551584,0.557467092,0.81803153,4,7.246050206,10004.72872
1.023209126,2.622608161,3.183025447,3.790438041,1.933820576,0.619177126,0.933343638,4.46365866,7.95,10004.74285
1.211629399,2.188476143,2.205066589,4.275841818,2.009635758,0.54959788,1.003098924,4.387667438,7.95,10004.74416
1.09985757,2.643426582,3.397797338,3.69237245,1.949346276,0.638370547,0.932678859,4.429604317,7.95,10004.74722
1.579708105,2.695793812,3.636548894,3.863994068,1.868959955,0.611512857,0.886498848,4,7.36697166,10004.7497
1.491536856,1.656147953,2.767048842,4.741766864,1.96668069,0.500737021,0.862132882,4,7.329550593,10004.75462
1.936192061,2.240987226,3.295984107,3.924988011,1.964877109,0.607622841,0.911022362,4,7.483522312,10004.75912
2.159143405,2.296539454,3.4283962,3.790264578,1.986145564,0.629513114,0.921194688,4,7.536853366,10004.75959
1.255561958,2.291463339,2.808272156,4.650476066,1.81997312,0.51373996,0.869830804,4,7.203543885,10004.76092
2.707429317,2.711535353,2.986327852,3.690391565,1.999720346,0.648033091,0.982892507,4,7.630645944,10004.76192
2.499505253,2.803700994,3.43623602,3.614559726,1.97829612,0.665304302,0.956320403,4,7.599920825,10004.76756
1.061859996,2.306434941,3.673539289,3.808557248,1.968848851,0.631531115,0.903748165,4.445871868,7.949999999,10004.76775
2.027069916,2.163544864,2.559991295,2.74665028,2.607771487,0.877470368,1.268096698,5.246661448,10,10004.76982
1.079628547,1.132107705,1.585907115,4.036778512,2.710092967,0.598115416,1.228669369,5.463122248,10,10004.77166
1.826983255,2.147993471,3.699474682,3.968622212,1.959100187,0.611620384,0.881929038,4,7.452649609,10004.77707
1.103814634,1.510876135,4.598134202,4.864181864,1.877959206,0.499306029,0.716785552,4,7.094050786,10004.77767
2.192453571,2.512155878,3.155969047,3.872319536,1.970977235,0.628026438,0.944886326,4,7.543889999,10004.77902
1.06817751,2.151206027,2.396999508,3.63694001,2.225884264,0.671920252,1.08910849,4.923086994,8.91,10004.78397
1.127642916,1.341435512,1.550642567,3.14135971,2.956033637,0.782834821,1.427728765,6.053402776,11.22,10004.79042
1.291286574,1.455254044,2.415964283,3.858156507,2.377477264,0.638199308,1.052112712,4.842210717,8.91,10004.79172
1.566079229,3.099994483,3.49253781,4.008640882,1.84202196,0.616557998,0.902882743,4,7.361462701,10004.79558
2.366045595,2.488334642,3.712215857,3.751191377,1.9896167,0.659040921,0.928694703,4,7.577352323,10004.79606
2.164876037,2.357503646,3.197035251,3.977007447,1.981128643,0.622080675,0.934870469,4,7.538079787,10004.79661
2.182077526,2.374997629,2.540146942,3.907273904,2.083456811,0.634362873,1.028040886,4.20413943,7.95,10004.79852
2.405073449,2.559812423,3.081937557,3.116872491,2.318879979,0.80187238,1.126353809,4.662893886,8.910000054,10004.80709
1.025939875,1.546411591,3.716435674,4.341655959,2.067150188,0.575708399,0.844783418,4.462357995,7.95,10004.80716
1.250042494,1.73768322,2.986309114,3.560459138,2.315246241,0.70245292,1.037314437,4.854986402,8.91,10004.80779
2.149965668,2.426364716,2.904035947,3.218439722,2.317288671,0.780400561,1.124748915,4.687561853,8.91,10004.81216
1.178831689,1.369543631,2.706875099,4.838765905,2.140510739,0.52045541,0.88988509,4.399148761,7.95,10004.8149
1.431226359,1.491188755,2.940761538,3.076296537,2.660627583,0.824986844,1.165034824,5.349350749,10,10004.82289
2.707429317,2.711535353,2.986327852,3.690391565,2.07955886,0.687952348,1.022811764,4.159677028,7.95,10004.82327
1.711007951,1.879214493,3.263424187,4.015509449,2.107455911,0.634446036,0.940872643,4.26722541,7.95,10004.82685
1.691686818,3.021125638,3.436810855,4.100874,1.869938245,0.623984184,0.914951607,4,7.408874037,10004.83142
2.499505253,2.803700994,3.43623602,3.614559726,2.065815914,0.709064199,1.0000803,4.175039588,7.95,10004.83307
1.017491693,2.018925777,2.141797925,3.329476947,2.501954203,0.769871919,1.236769374,5.491404503,10,10004.8332
1.203932194,2.880532499,2.915854535,4.802889981,1.758273236,0.534081283,0.877033919,4,7.169388438,10004.83396
1.29913106,2.543466201,2.587374745,4.973870778,1.811709489,0.516026546,0.902518686,4,7.230254721,10004.83457
1.659729037,2.121233424,4.036456504,4.245037791,1.934457925,0.607646019,0.855388069,4,7.397492013,10004.83975
2.159143405,2.296539454,3.4283962,3.790264578,2.089432223,0.681156443,0.972838017,4.206573317,7.95,10004.84067
1.936192061,2.240987226,3.295984107,3.924988011,2.081496531,0.665932552,0.969332073,4.233238844,7.95,10004.85351
3.063429081,3.550360345,3.5924869,3.696177948,1.977619843,0.708794929,0.987153646,4,7.673568418,10004.85593
2.192453571,2.512155878,3.155969047,3.872319536,2.072504735,0.678790188,0.995650076,4.203055,7.95,10004.85937
1.453883768,2.035495331,2.88084428,3.033082769,2.573687233,0.867642929,1.214763392,5.343906446,10,10004.86062
1.653324267,2.197420066,3.260265565,3.422575557,2.303829056,0.771013222,1.07773671,4.757421013,8.91,10004.86348
1.579708105,2.695793812,3.636548894,3.863994068,2.014717041,0.684391399,0.95937739,4.29151417,7.95,10004.86571
2.366045595,2.488334642,3.712215857,3.751191377,2.08277657,0.70528938,0.975611582,4.186323838,7.95000137,10004.86688
1.236157525,1.279919009,2.303235645,2.980760161,2.993410121,0.888969435,1.32314125,6.014479194,11.22,10004.86782
1.469053998,1.833772944,1.916428984,3.453845811,2.602484349,0.767678363,1.289482202,5.340355086,10,10004.86847
1.234394066,1.361634644,2.902399233,4.959266061,2.152177181,0.536611623,0.881154162,4.380057035,7.95,10004.87232
1.304306741,1.932182611,2.220705423,4.903790325,2.054602008,0.543372611,0.993679972,4.358345408,7.95,10004.87365
1.797756203,1.878473969,1.990262076,2.383704729,3.272111267,1.118658933,1.621105325,6.568124475,12.58,10004.87442
1.826983255,2.147993471,3.699474682,3.968622212,2.083437784,0.673789186,0.944097834,4.248675196,7.95,10004.87736
1.167376555,1.836032533,2.838377482,3.857256679,2.285670923,0.694352154,1.046666111,4.883310812,8.91,10004.87904
2.164876037,2.357503646,3.197035251,3.977007447,2.084108696,0.673570701,0.986360496,4.205960106,7.95,10004.87923
1.326348264,2.019985894,3.837822245,4.151508263,2.046539033,0.645460816,0.906025255,4.351974897,7.95,10004.87956
1.388914555,2.746616792,3.484773602,4.582906871,1.822048793,0.585500912,0.8724636,4,7.280013305,10004.881
1.081498596,1.982115051,2.978768475,3.213836114,2.521095066,0.840437139,1.176146345,5.462321451,10,10004.88793
1.527420273,2.475709224,4.029505227,4.456589005,1.874613001,0.611259459,0.859428885,4,7.345301344,10004.8969
2.224329619,3.221507625,3.234529818,4.157834506,1.930420006,0.655421196,0.964585141,4,7.550426343,10004.89729
2.547598582,2.926531707,3.561763523,4.03563883,1.974587444,0.676063121,0.956822917,4,7.607473482,10004.89854
1.747982642,1.930166526,2.658798264,3.770296666,2.343522991,0.724661605,1.100771374,4.74104403,8.91,10004.90002
1.491536856,1.656147953,2.767048842,4.741766864,2.121793042,0.578293196,0.939689058,4.310224703,7.95,10004.90386
1.119459664,1.844124499,2.210333693,2.956569284,2.852809343,0.929063115,1.38148349,6.056644052,11.22,10004.90567
3.063429081,3.550360345,3.5924869,3.696177948,2.046726034,0.7433493,1.021708859,4.138215791,7.949999984,10004.90595
1.422884554,1.571338556,4.858579241,4.915160275,1.96680071,0.561896743,0.768503641,4,7.297201095,10004.91217
1.566079229,3.099994483,3.49253781,4.008640882,1.989156285,0.69012516,0.976449906,4.294268649,7.95,10004.91321
1.142976858,1.556322975,2.371107564,3.003755074,2.907542987,0.9216295,1.343373336,6.047454176,11.22,10004.91393
1.262324289,1.704476648,1.708037837,3.228047593,2.900297809,0.864070168,1.449537292,6.006094731,11.22,10004.92192
1.09985757,2.643426582,3.397797338,3.69237245,2.189346276,0.758370547,1.05267886,4.909604317,8.91,10004.92607
1.023209126,2.622608161,3.183025447,3.790438041,2.173820576,0.739177126,1.053343638,4.94365866,8.91,10004.92668
2.367324986,3.395561139,3.729676747,4.083714505,1.936042212,0.686710163,0.954829915,4,7.57758229,10004.92764
1.076078026,1.632570619,4.255829774,4.621349929,2.061440305,0.606968785,0.841940589,4.439650321,7.95,10004.9279
2.732686144,3.052801976,3.353662794,4.153096803,1.980813809,0.677532223,0.975713663,4,7.634059695,10004.93125
1.410313921,2.185453963,2.975993658,3.212618878,2.551519921,0.87896343,1.214985652,5.354530997,10,10004.935
1.891969149,1.926610226,3.657447748,4.702086185,1.995248251,0.601393599,0.874808305,4,7.471450155,10004.93652
2.027069916,2.163544864,2.559991295,2.74665028,2.912771487,1.029970366,1.4205967,5.856661448,11.22,10004.93696
1.691686818,3.021125638,3.436810855,4.100874,2.005219736,0.691624929,0.982592353,4.270562982,7.95,10004.9397
2.519440358,3.357312586,3.981590956,4.05375597,1.950471858,0.700724013,0.951890409,4,7.603086279,10004.94133
1.061859996,2.306434941,3.673539289,3.808557248,2.208848851,0.751531117,1.023748164,4.925871869,8.910000001,10004.94944
1.211629399,2.188476143,2.205066589,4.275841818,2.249635758,0.66959788,1.123098924,4.867667438,8.91,10004.94976
1.659729037,2.121233424,4.036456504,4.245037791,2.072584922,0.676709514,0.924451571,4.276253993,7.95,10004.95332
1.775662005,2.83873045,2.9036387,4.804444713,1.894549954,0.59894217,0.943337635,4,7.436829759,10004.95516
1.002125255,4.421522504,4.742689479,4.907481118,1.614145167,0.588561434,0.799414141,4,7.002120742,10004.95916
1.482145329,3.460749499,3.503481581,4.699454407,1.807128539,0.616371717,0.901802074,4,7.32530233,10004.96222
2.547598582,2.926531707,3.561763523,4.03563883,2.060219074,0.718878936,0.999638732,4.171263259,7.95,10004.96389
1.51805007,3.900572745,4.054739016,4.501656378,1.798816409,0.647909397,0.894534394,4,7.3412602,10004.96963
2.405073449,2.559812423,3.081937557,3.116872491,2.591381786,0.938094309,1.262630045,5.207893859,9.999999999,10004.97233
1.841400676,2.888887377,3.665516285,4.564057815,1.901544584,0.641288846,0.914101711,4,7.45693514,10004.97338
1.385903419,3.005694157,3.525620867,4.927354206,1.805575423,0.594617795,0.87825578,4,7.278448999,10004.97449
2.224329619,3.221507625,3.234529818,4.157834506,2.03031342,0.705367903,1.014531848,4.199786828,7.95,10004.97556
1.06817751,2.151206027,2.396999508,3.63694001,2.498384264,0.808170252,1.22535849,5.468086994,10,10004.97793
2.182077526,2.374997629,2.540146942,3.907273904,2.323456811,0.754362873,1.148040886,4.68413943,8.91,10004.98094
1.103814634,1.510876135,4.598134202,4.864181864,2.091946509,0.606299683,0.823779201,4.427974607,7.95,10004.98154
2.149965668,2.426364716,2.904035947,3.218439722,2.589788671,0.916650561,1.260998915,5.232561853,10,10004.98192
1.787727293,3.257702725,3.588993116,4.583585477,1.873797674,0.644101608,0.922731287,4,7.440630568,10004.98269
1.881627233,2.074359661,2.848581989,3.956728325,2.335674516,0.75127309,1.102324948,4.720727447,8.91,10004.99008
2.732686144,3.052801976,3.353662794,4.153096803,2.059798885,0.717024762,1.015206201,4.157970152,7.95,10004.992
2.707429317,2.711535353,2.986327852,3.690391565,2.319558861,0.807952348,1.142811764,4.639677028,8.91,10004.99337
1.250042494,1.73768322,2.986309114,3.560459138,2.587746241,0.83870292,1.173564437,5.399986402,10,10004.995
1.291286574,1.455254044,2.415964283,3.858156507,2.649977264,0.774449308,1.188362712,5.387210717,10,10004.99565
1.400862624,3.43504877,3.989923086,4.797954872,1.788635406,0.623443663,0.874075061,4,7.286154129,10004.99684
1.127642916,1.341435512,1.550642567,3.14135971,3.296033637,0.952834821,1.597728765,6.733402776,12.58,10004.99754
2.367324986,3.395561139,3.729676747,4.083714505,2.02914664,0.733262377,1.001382128,4.186208855,7.95,10004.99799
1.247336185,3.069481437,4.860674936,4.869175841,1.762081383,0.599568883,0.836638096,4,7.198288362,10004.99847
2.499505253,2.803700994,3.43623602,3.614559726,2.305815915,0.829064193,1.120080304,4.655039588,8.91,10004.99881
1.431226359,1.491188755,2.940761538,3.076296537,2.965627583,0.977486819,1.317534848,5.959350749,11.22,10005.00254
2.091783866,2.603950199,4.087267214,4.548650543,1.95298553,0.662145678,0.90680793,4,7.521939137,10005.00427
1.29913106,2.543466201,2.587374745,4.973870778,1.991645809,0.605994706,0.992486845,4.359872639,7.95,10005.00509
2.519440358,3.357312586,3.981590956,4.05375597,2.037200721,0.744081756,0.995260831,4.17345686,7.950000168,10005.00589
1.025939875,1.546411591,3.716435674,4.341655959,2.307150188,0.695708399,0.964783418,4.942357995,8.91,10005.00738
1.079628547,1.132107705,1.585907115,4.036778512,3.015092967,0.750615416,1.381169369,6.073122248,11.22,10005.0108
1.203932194,2.880532499,2.915854535,4.802889981,1.953426127,0.631657728,0.974610364,4.390305781,7.95,10005.01213
2.371553081,2.428265463,2.915512771,4.893265785,1.995075991,0.620133282,0.96312612,4,7.578335392,10005.01238
2.159143405,2.296539454,3.4283962,3.790264578,2.329432222,0.801156443,1.092838017,4.686573317,8.91,10005.01314
1.711656013,2.482838124,3.973239278,4.871803778,1.909267672,0.627409491,0.879093301,4,7.415770463,10005.02028
1.935213923,3.256215337,4.237047622,4.534985911,1.89518313,0.676032365,0.912045767,4,7.483261262,10005.02354
1.388914555,2.746616792,3.484773602,4.582906871,1.989545467,0.669249249,0.956211937,4.334993347,7.95,10005.024
1.017491693,2.018925777,2.141797925,3.329476947,2.806954203,0.922371919,1.389269374,6.101404503,11.22,10005.02539
1.936192061,2.240987226,3.295984107,3.924988011,2.321496531,0.785932552,1.089332073,4.713238844,8.91,10005.03026
1.771448521,2.214480096,4.246814307,4.910870173,1.943531745,0.628243931,0.863714552,4,7.435490228,10005.03042
2.420664659,3.795349289,4.21805851,4.332297134,1.925185809,0.712314076,0.949390423,4,7.586890308,10005.03067
2.14233011,2.486985235,3.449678356,4.845595003,1.967655894,0.637840268,0.927722366,4,7.533218529,10005.03235
2.192453571,2.512155878,3.155969047,3.872319536,2.312504735,0.798790188,1.115650076,4.683055,8.91,10005.03322
1.453883768,2.035495331,2.88084428,3.033082769,2.878687234,1.020142922,1.367263398,5.953906446,11.22,10005.03357
2.366045595,2.488334642,3.712215857,3.751191377,2.322776406,0.825478288,1.095422332,4.666323153,8.910000179,10005.03477
1.178831689,1.369543631,2.706875099,4.838765905,2.380510739,0.64045541,1.00988509,4.879148761,8.91,10005.03528
1.664282931,2.266778743,4.200385549,4.995074552,1.920147642,0.6204598,0.858533184,4,7.399140626,10005.03536
1.653324267,2.197420066,3.260265565,3.422575557,2.576329058,0.907263222,1.213986706,5.302421013,10,10005.03744
1.579708105,2.695793812,3.636548894,3.863994068,2.254717041,0.804391398,1.079377391,4.77151417,8.91,10005.03849
1.891969149,1.926610226,3.657447748,4.702086185,2.114885712,0.66121233,0.934627036,4.239274922,7.95,10005.03881
1.710038812,2.079660198,2.728036267,3.56446561,2.59422838,0.873408277,1.239972318,5.292391024,10,10005.04027
1.475189544,3.013486021,4.449431146,4.913142103,1.826981301,0.635195938,0.85994377,4,7.322121009,10005.04293
2.002871992,2.238884261,4.215972195,4.884406369,1.973684008,0.644919873,0.882113088,4,7.500716968,10005.05313
1.826983255,2.147993471,3.699474682,3.968622212,2.323437784,0.793789186,1.064097834,4.728675196,8.91,10005.0532
1.535947053,2.853215201,4.312320112,4.974862909,1.849708845,0.633666657,0.865560388,4,7.348935891,10005.05395
2.164876037,2.357503646,3.197035251,3.977007447,2.324108696,0.793570701,1.106360496,4.685960106,8.91,10005.05521
1.236157525,1.279919009,2.303235645,2.980760161,3.333410121,1.058969435,1.49314125,6.694479194,12.58,10005.05538
1.008588091,2.338119873,2.492790278,4.62655444,2.193475775,0.682312408,1.083469299,4.950742518,8.91,10005.05546
1.422884554,1.571338556,4.858579241,4.915160275,2.130001296,0.643820648,0.849779631,4.326399453,7.950001028,10005.05825
1.326348264,2.019985894,3.837822245,4.151508263,2.286539033,0.765460815,1.026025255,4.831974897,8.91,10005.06275
1.469053998,1.833772944,1.916428984,3.453845811,2.907484349,0.920178363,1.441982202,5.950355086,11.22,10005.06287
1.469167903,4.041092352,4.080772505,4.925040649,1.783400224,0.645445369,0.890497011,4,7.319342603,10005.0631
1.52172003,3.67331384,4.735890304,4.802389033,1.807542489,0.662061747,0.873244626,4,7.342848861,10005.06335
1.775662005,2.83873045,2.9036387,4.804444713,2.022842514,0.66308845,1.007483915,4.256585121,7.95,10005.06549
2.478795444,2.831277659,3.128436354,4.900278809,1.97488784,0.651020952,0.970669456,4,7.596578248,10005.06701
3.063429081,3.550360345,3.5924869,3.696177948,2.28673075,0.863347218,1.14170625,4.618215799,8.910000016,10005.06733
1.081498596,1.982115051,2.978768475,3.213836114,2.826095066,0.992937139,1.328646345,6.072321451,11.22,10005.06734
3.091276132,3.526089364,3.796733292,4.46624001,1.980054651,0.716535018,0.979919333,4,7.676509002,10005.07046
1.673117965,3.149076171,3.920224586,4.972085281,1.859933481,0.643646303,0.898733729,4,7.402313512,10005.07048
1.841400676,2.888887377,3.665516285,4.564057815,2.024810799,0.702921953,0.975734818,4.24653243,7.95,10005.0732
1.787727293,3.257702725,3.588993116,4.583585477,2.001140032,0.707772786,0.986402466,4.254684716,7.95,10005.08547
1.747982642,1.930166526,2.658798264,3.770296666,2.616022991,0.860911605,1.237021374,5.28604403,10,10005.08607
2.148152655,2.95408481,4.568472556,4.708212269,1.936499032,0.689546444,0.908438258,4,7.534483734,10005.08629
1.566079229,3.099994483,3.49253781,4.008640882,2.229156285,0.81012516,1.096449906,4.774268649,8.91,10005.08661
1.119459664,1.844124499,2.210333693,2.956569284,3.192809343,1.099063115,1.55148349,6.736644052,12.58,10005.08728
1.304306741,1.932182611,2.220705423,4.903790325,2.294602008,0.663372611,1.113679972,4.838345408,8.91,10005.08849
2.091783866,2.603950199,4.087267214,4.548650543,2.060000745,0.715653285,0.960315538,4.214030431,7.95,10005.08925
1.234394066,1.361634644,2.902399233,4.959266061,2.392177181,0.656611623,1.001154162,4.860057035,8.91,10005.0896
1.51805007,3.900572745,4.054739016,4.501656378,1.951001353,0.724001873,0.970626873,4.3043699,7.95,10005.09059
2.371553081,2.428265463,2.915512771,4.893265785,2.087992142,0.666591358,1.009584196,4.185832304,7.95,10005.09147
1.482145329,3.460749499,3.503481581,4.699454407,1.963302957,0.694458925,0.979889283,4.312348835,7.95,10005.09206
1.142976858,1.556322975,2.371107564,3.003755074,3.247542987,1.0916295,1.513373336,6.727454176,12.58,10005.09727
2.420664659,3.795349289,4.21805851,4.332297134,2.015962819,0.757702777,0.994779557,4.181554846,7.949999999,10005.09849
2.027069916,2.163544864,2.559991295,2.74665028,3.252771487,1.199970367,1.590596698,6.536661448,12.58,10005.10296
2.415607604,3.869762974,4.000717684,4.665288372,1.922219621,0.706925353,0.956880506,4,7.586025479,10005.10367
1.09985757,2.643426582,3.397797338,3.69237245,2.461846276,0.894620547,1.18892886,5.454604317,10,10005.10543
1.491536856,1.656147953,2.767048842,4.741766864,2.361793042,0.698293196,1.059689058,4.790224703,8.91,10005.10807
1.410313921,2.185453963,2.975993658,3.212618878,2.856519921,1.031463431,1.367485652,5.964530997,11.22,10005.10893
1.023209126,2.622608161,3.183025447,3.790438041,2.446320576,0.875427126,1.189593638,5.48865866,10,10005.11045
1.691686818,3.021125638,3.436810855,4.100874,2.245219736,0.811624929,1.102592353,4.750562982,8.91,10005.11382
1.935213923,3.256215337,4.237047622,4.534985911,2.011867814,0.73437471,0.970388107,4.233369369,7.95,10005.11449
1.595089831,3.595684217,4.939975718,4.95694294,1.825796109,0.638161494,0.909107492,4,7.373065095,10005.11553
1.262324289,1.704476648,1.708037837,3.228047593,3.240297809,1.034070168,1.619537292,6.686094731,12.58,10005.11704
2.14233011,2.486985235,3.449678356,4.845595003,2.071851262,0.689937952,0.97982005,4.208390736,7.95,10005.11875
1.385903419,3.005694157,3.525620867,4.927354206,1.973463174,0.67856167,0.962199656,4.335775501,7.95,10005.11886
3.091276132,3.526089364,3.796733292,4.46624001,2.048427401,0.750721392,1.014105708,4.136745499,7.95,10005.12198
1.076078026,1.632570619,4.255829774,4.621349929,2.301440305,0.726968785,0.961940589,4.919650321,8.91,10005.12419
3.104634099,3.598870576,4.531344662,4.560034937,1.977898965,0.737734431,0.962267157,4,7.677900554,10005.12859
